drug,therapy_area,pbac_date,nice_date,gap_days,gap_months,who_moved_first,nice_recommendation,pbac_filename,nice_ta_number,nice_title,nice_published_date,pbac_year,pbac_month,nice_guidance_url
pembrolizumab,Oncology,2018-07-01,2021-10-20,-1207,-39.7,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,737,Pembrolizumab with platinum- and fluoropyrimidine-based chemotherapy for untreated advanced oesophageal and gastro-oesophageal junction cancer,20 October 2021,2018,,https://www.nice.org.uk/guidance/ta737
pembrolizumab,Oncology,2018-07-01,2022-02-02,-1312,-43.1,PBAC (AUS first),Recommended,pembrolizumab-psd-2018.pdf,766,Pembrolizumab for adjuvant treatment of completely resected stage 3 melanoma,02 February 2022,2018,,https://www.nice.org.uk/guidance/ta766
pembrolizumab,Oncology,2018-07-01,2022-02-09,-1319,-43.3,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,770,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,09 February 2022,2018,,https://www.nice.org.uk/guidance/ta770
pembrolizumab,Oncology,2018-07-01,2022-02-23,-1333,-43.8,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,772,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma after stem cell transplant or at least 2 previous therapies,23 February 2022,2018,,https://www.nice.org.uk/guidance/ta772
pembrolizumab,Oncology,2018-07-01,2022-06-29,-1459,-47.9,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,801,"Pembrolizumab plus chemotherapy for untreated, triple-negative, locally recurrent unresectable or metastatic breast cancer",29 June 2022,2018,,https://www.nice.org.uk/guidance/ta801
pembrolizumab,Oncology,2018-07-01,2022-10-19,-1571,-51.6,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,830,Pembrolizumab for adjuvant treatment of renal cell carcinoma,19 October 2022,2018,,https://www.nice.org.uk/guidance/ta830
pembrolizumab,Oncology,2018-07-01,2022-10-26,-1578,-51.8,PBAC (AUS first),Recommended,pembrolizumab-psd-2018.pdf,837,Pembrolizumab for adjuvant treatment of resected stage 2B or 2C melanoma,26 October 2022,2018,,https://www.nice.org.uk/guidance/ta837
pembrolizumab,Oncology,2018-07-01,2022-12-14,-1627,-53.4,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,851,Pembrolizumab for neoadjuvant and adjuvant treatment of triple-negative early or locally advanced breast cancer,14 December 2022,2018,,https://www.nice.org.uk/guidance/ta851
pembrolizumab,Oncology,2018-07-01,2023-01-11,-1655,-54.4,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,858,Lenvatinib with pembrolizumab for untreated advanced renal cell carcinoma,11 January 2023,2018,,https://www.nice.org.uk/guidance/ta858
pembrolizumab,Oncology,2018-07-01,2023-05-03,-1767,-58.0,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,885,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",03 May 2023,2018,,https://www.nice.org.uk/guidance/ta885
pembrolizumab,Oncology,2018-07-01,2023-06-21,-1816,-59.7,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,904,Pembrolizumab with lenvatinib for previously treated advanced or recurrent endometrial cancer,21 June 2023,2018,,https://www.nice.org.uk/guidance/ta904
pembrolizumab,Oncology,2018-07-01,2023-09-20,-1907,-62.6,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,914,"Pembrolizumab for previously treated endometrial, biliary, colorectal, gastric or small intestine cancer with high microsatellite instability or mismatch repair deficiency",20 September 2023,2018,,https://www.nice.org.uk/guidance/ta914
pembrolizumab,Oncology,2018-07-01,2023-12-13,-1991,-65.4,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,939,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",13 December 2023,2018,,https://www.nice.org.uk/guidance/ta939
pembrolizumab,Oncology,2018-07-01,2024-04-24,-2124,-69.8,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,966,Pembrolizumab with gemcitabine and cisplatin for untreated advanced biliary tract cancer (terminated appraisal),24 April 2024,2018,,https://www.nice.org.uk/guidance/ta966
pembrolizumab,Oncology,2018-07-01,2024-05-01,-2131,-70.0,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,967,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma in people 3 years and over,01 May 2024,2018,,https://www.nice.org.uk/guidance/ta967
pembrolizumab,Oncology,2017-08-01,2015-10-07,664,21.8,NICE (UK first),,pembrolizumab-psd-august-2017.pdf,357,Pembrolizumab for treating advanced melanoma after disease progression with ipilimumab,07 October 2015,2017,8,https://www.nice.org.uk/guidance/ta357
pembrolizumab,Oncology,2017-08-01,2015-11-25,615,20.2,NICE (UK first),,pembrolizumab-psd-august-2017.pdf,366,Pembrolizumab for advanced melanoma not previously treated with ipilimumab,25 November 2015,2017,8,https://www.nice.org.uk/guidance/ta366
pembrolizumab,Oncology,2017-08-01,2017-01-11,202,6.6,NICE (UK first),,pembrolizumab-psd-august-2017.pdf,428,Pembrolizumab for treating PD-L1-positive non-small-cell lung cancer after chemotherapy,11 January 2017,2017,8,https://www.nice.org.uk/guidance/ta428
pembrolizumab,Oncology,2017-08-01,2017-06-28,34,1.1,NICE (UK first),,pembrolizumab-psd-august-2017.pdf,447,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,28 June 2017,2017,8,https://www.nice.org.uk/guidance/ta447
pembrolizumab,Oncology,2017-08-01,2018-04-25,-267,-8.8,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,519,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,25 April 2018,2017,8,https://www.nice.org.uk/guidance/ta519
pembrolizumab,Oncology,2017-08-01,2018-06-13,-316,-10.4,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,522,Pembrolizumab for untreated PD-L1-positive locally advanced or metastatic urothelial cancer when cisplatin is unsuitable,13 June 2018,2017,8,https://www.nice.org.uk/guidance/ta522
pembrolizumab,Oncology,2017-08-01,2018-07-18,-351,-11.5,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,531,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,18 July 2018,2017,8,https://www.nice.org.uk/guidance/ta531
pembrolizumab,Oncology,2017-08-01,2018-09-03,-398,-13.1,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,540,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma,03 September 2018,2017,8,https://www.nice.org.uk/guidance/ta540
pembrolizumab,Oncology,2017-08-01,2018-12-19,-505,-16.6,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,553,Pembrolizumab for adjuvant treatment of resected melanoma with high risk of recurrence,19 December 2018,2017,8,https://www.nice.org.uk/guidance/ta553
pembrolizumab,Oncology,2017-08-01,2019-01-10,-527,-17.3,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,557,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 January 2019,2017,8,https://www.nice.org.uk/guidance/ta557
pembrolizumab,Oncology,2017-08-01,2019-03-20,-596,-19.6,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,570,Pembrolizumab for treating recurrent or metastatic squamous cell carcinoma of the head and neck after platinum-based chemotherapy (terminated appraisal),20 March 2019,2017,8,https://www.nice.org.uk/guidance/ta570
pembrolizumab,Oncology,2017-08-01,2019-09-11,-771,-25.3,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,600,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,11 September 2019,2017,8,https://www.nice.org.uk/guidance/ta600
pembrolizumab,Oncology,2017-08-01,2020-09-30,-1156,-38.0,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,650,Pembrolizumab with axitinib for untreated advanced renal cell carcinoma,30 September 2020,2017,8,https://www.nice.org.uk/guidance/ta650
pembrolizumab,Oncology,2017-08-01,2020-11-25,-1212,-39.8,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,661,Pembrolizumab for untreated metastatic or unresectable recurrent head and neck squamous cell carcinoma,25 November 2020,2017,8,https://www.nice.org.uk/guidance/ta661
pembrolizumab,Oncology,2017-08-01,2021-02-17,-1296,-42.6,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,674,"Pembrolizumab for untreated PD-L1-positive, locally advanced or metastatic urothelial cancer when cisplatin is unsuitable (terminated appraisal)",17 February 2021,2017,8,https://www.nice.org.uk/guidance/ta674
pembrolizumab,Oncology,2017-08-01,2021-03-10,-1317,-43.3,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,683,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 March 2021,2017,8,https://www.nice.org.uk/guidance/ta683
pembrolizumab,Oncology,2017-08-01,2021-04-28,-1366,-44.9,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,692,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,28 April 2021,2017,8,https://www.nice.org.uk/guidance/ta692
pembrolizumab,Oncology,2017-08-01,2021-06-23,-1422,-46.7,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,709,Pembrolizumab for untreated metastatic colorectal cancer with high microsatellite instability or mismatch repair deficiency,23 June 2021,2017,8,https://www.nice.org.uk/guidance/ta709
pembrolizumab,Oncology,2017-08-01,2021-10-20,-1541,-50.6,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,737,Pembrolizumab with platinum- and fluoropyrimidine-based chemotherapy for untreated advanced oesophageal and gastro-oesophageal junction cancer,20 October 2021,2017,8,https://www.nice.org.uk/guidance/ta737
pembrolizumab,Oncology,2017-08-01,2022-02-02,-1646,-54.1,PBAC (AUS first),Recommended,pembrolizumab-psd-august-2017.pdf,766,Pembrolizumab for adjuvant treatment of completely resected stage 3 melanoma,02 February 2022,2017,8,https://www.nice.org.uk/guidance/ta766
pembrolizumab,Oncology,2017-08-01,2022-02-09,-1653,-54.3,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,770,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,09 February 2022,2017,8,https://www.nice.org.uk/guidance/ta770
pembrolizumab,Oncology,2017-08-01,2022-02-23,-1667,-54.8,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,772,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma after stem cell transplant or at least 2 previous therapies,23 February 2022,2017,8,https://www.nice.org.uk/guidance/ta772
pembrolizumab,Oncology,2017-08-01,2022-06-29,-1793,-58.9,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,801,"Pembrolizumab plus chemotherapy for untreated, triple-negative, locally recurrent unresectable or metastatic breast cancer",29 June 2022,2017,8,https://www.nice.org.uk/guidance/ta801
pembrolizumab,Oncology,2017-08-01,2022-10-19,-1905,-62.6,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,830,Pembrolizumab for adjuvant treatment of renal cell carcinoma,19 October 2022,2017,8,https://www.nice.org.uk/guidance/ta830
pembrolizumab,Oncology,2017-08-01,2022-10-26,-1912,-62.8,PBAC (AUS first),Recommended,pembrolizumab-psd-august-2017.pdf,837,Pembrolizumab for adjuvant treatment of resected stage 2B or 2C melanoma,26 October 2022,2017,8,https://www.nice.org.uk/guidance/ta837
pembrolizumab,Oncology,2017-08-01,2022-12-14,-1961,-64.4,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,851,Pembrolizumab for neoadjuvant and adjuvant treatment of triple-negative early or locally advanced breast cancer,14 December 2022,2017,8,https://www.nice.org.uk/guidance/ta851
pembrolizumab,Oncology,2017-08-01,2023-01-11,-1989,-65.3,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,858,Lenvatinib with pembrolizumab for untreated advanced renal cell carcinoma,11 January 2023,2017,8,https://www.nice.org.uk/guidance/ta858
pembrolizumab,Oncology,2017-08-01,2023-05-03,-2101,-69.0,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,885,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",03 May 2023,2017,8,https://www.nice.org.uk/guidance/ta885
pembrolizumab,Oncology,2017-08-01,2023-06-21,-2150,-70.6,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,904,Pembrolizumab with lenvatinib for previously treated advanced or recurrent endometrial cancer,21 June 2023,2017,8,https://www.nice.org.uk/guidance/ta904
pembrolizumab,Oncology,2017-08-01,2023-09-20,-2241,-73.6,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,914,"Pembrolizumab for previously treated endometrial, biliary, colorectal, gastric or small intestine cancer with high microsatellite instability or mismatch repair deficiency",20 September 2023,2017,8,https://www.nice.org.uk/guidance/ta914
pembrolizumab,Oncology,2017-08-01,2023-12-13,-2325,-76.4,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,939,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",13 December 2023,2017,8,https://www.nice.org.uk/guidance/ta939
pembrolizumab,Oncology,2017-08-01,2024-04-24,-2458,-80.7,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,966,Pembrolizumab with gemcitabine and cisplatin for untreated advanced biliary tract cancer (terminated appraisal),24 April 2024,2017,8,https://www.nice.org.uk/guidance/ta966
pembrolizumab,Oncology,2017-08-01,2024-05-01,-2465,-81.0,PBAC (AUS first),,pembrolizumab-psd-august-2017.pdf,967,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma in people 3 years and over,01 May 2024,2017,8,https://www.nice.org.uk/guidance/ta967
pembrolizumab,Oncology,2017-07-01,2015-10-07,633,20.8,NICE (UK first),,pembrolizumab-psd-july-2017.pdf,357,Pembrolizumab for treating advanced melanoma after disease progression with ipilimumab,07 October 2015,2017,7,https://www.nice.org.uk/guidance/ta357
pembrolizumab,Oncology,2017-07-01,2015-11-25,584,19.2,NICE (UK first),,pembrolizumab-psd-july-2017.pdf,366,Pembrolizumab for advanced melanoma not previously treated with ipilimumab,25 November 2015,2017,7,https://www.nice.org.uk/guidance/ta366
pembrolizumab,Oncology,2017-07-01,2017-01-11,171,5.6,NICE (UK first),,pembrolizumab-psd-july-2017.pdf,428,Pembrolizumab for treating PD-L1-positive non-small-cell lung cancer after chemotherapy,11 January 2017,2017,7,https://www.nice.org.uk/guidance/ta428
pembrolizumab,Oncology,2017-07-01,2017-06-28,3,0.1,Concurrent (±1mo),,pembrolizumab-psd-july-2017.pdf,447,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,28 June 2017,2017,7,https://www.nice.org.uk/guidance/ta447
pembrolizumab,Oncology,2017-07-01,2018-04-25,-298,-9.8,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,519,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,25 April 2018,2017,7,https://www.nice.org.uk/guidance/ta519
pembrolizumab,Oncology,2017-07-01,2018-06-13,-347,-11.4,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,522,Pembrolizumab for untreated PD-L1-positive locally advanced or metastatic urothelial cancer when cisplatin is unsuitable,13 June 2018,2017,7,https://www.nice.org.uk/guidance/ta522
pembrolizumab,Oncology,2017-07-01,2018-07-18,-382,-12.5,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,531,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,18 July 2018,2017,7,https://www.nice.org.uk/guidance/ta531
pembrolizumab,Oncology,2017-07-01,2018-09-03,-429,-14.1,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,540,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma,03 September 2018,2017,7,https://www.nice.org.uk/guidance/ta540
pembrolizumab,Oncology,2017-07-01,2018-12-19,-536,-17.6,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,553,Pembrolizumab for adjuvant treatment of resected melanoma with high risk of recurrence,19 December 2018,2017,7,https://www.nice.org.uk/guidance/ta553
pembrolizumab,Oncology,2017-07-01,2019-01-10,-558,-18.3,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,557,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 January 2019,2017,7,https://www.nice.org.uk/guidance/ta557
pembrolizumab,Oncology,2017-07-01,2019-03-20,-627,-20.6,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,570,Pembrolizumab for treating recurrent or metastatic squamous cell carcinoma of the head and neck after platinum-based chemotherapy (terminated appraisal),20 March 2019,2017,7,https://www.nice.org.uk/guidance/ta570
pembrolizumab,Oncology,2017-07-01,2019-09-11,-802,-26.3,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,600,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,11 September 2019,2017,7,https://www.nice.org.uk/guidance/ta600
pembrolizumab,Oncology,2017-07-01,2020-09-30,-1187,-39.0,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,650,Pembrolizumab with axitinib for untreated advanced renal cell carcinoma,30 September 2020,2017,7,https://www.nice.org.uk/guidance/ta650
pembrolizumab,Oncology,2017-07-01,2020-11-25,-1243,-40.8,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,661,Pembrolizumab for untreated metastatic or unresectable recurrent head and neck squamous cell carcinoma,25 November 2020,2017,7,https://www.nice.org.uk/guidance/ta661
pembrolizumab,Oncology,2017-07-01,2021-02-17,-1327,-43.6,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,674,"Pembrolizumab for untreated PD-L1-positive, locally advanced or metastatic urothelial cancer when cisplatin is unsuitable (terminated appraisal)",17 February 2021,2017,7,https://www.nice.org.uk/guidance/ta674
pembrolizumab,Oncology,2017-07-01,2021-03-10,-1348,-44.3,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,683,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 March 2021,2017,7,https://www.nice.org.uk/guidance/ta683
pembrolizumab,Oncology,2017-07-01,2021-04-28,-1397,-45.9,PBAC (AUS first),,pembrolizumab-psd-july-2017.pdf,692,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,28 April 2021,2017,7,https://www.nice.org.uk/guidance/ta692
