drug,therapy_area,pbac_date,nice_date,gap_days,gap_months,who_moved_first,nice_recommendation,pbac_filename,nice_ta_number,nice_title,nice_published_date,pbac_year,pbac_month,nice_guidance_url
abatacept,Immunology,2018-03-01,2008-04-23,3599,118.2,NICE (UK first),,abatacept-psd-march-2018.pdf,141,Abatacept for the treatment of rheumatoid arthritis,23 April 2008,2018,3,https://www.nice.org.uk/guidance/ta141
abatacept,Immunology,2018-03-01,2011-08-24,2381,78.2,NICE (UK first),,abatacept-psd-march-2018.pdf,234,Abatacept for the treatment of rheumatoid arthritis after the failure of conventional disease-modifying anti-rheumatic drugs,24 August 2011,2018,3,https://www.nice.org.uk/guidance/ta234
abatacept,Immunology,2018-03-01,2013-04-24,1772,58.2,NICE (UK first),,abatacept-psd-march-2018.pdf,280,Abatacept for treating rheumatoid arthritis after the failure of conventional disease-modifying anti-rheumatic drugs,24 April 2013,2018,3,https://www.nice.org.uk/guidance/ta280
abatacept,Immunology,2018-03-01,2015-12-16,806,26.5,NICE (UK first),,abatacept-psd-march-2018.pdf,373,"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",16 December 2015,2018,3,https://www.nice.org.uk/guidance/ta373
abatacept,Immunology,2018-03-01,2019-03-13,-377,-12.4,PBAC (AUS first),,abatacept-psd-march-2018.pdf,568,Abatacept for treating psoriatic arthritis after DMARDs (terminated appraisal),13 March 2019,2018,3,https://www.nice.org.uk/guidance/ta568
abatacept,Immunology,2015-11-01,2008-04-23,2748,90.3,NICE (UK first),,abatacept-psd-november-2015.pdf,141,Abatacept for the treatment of rheumatoid arthritis,23 April 2008,2015,11,https://www.nice.org.uk/guidance/ta141
abatacept,Immunology,2015-11-01,2011-08-24,1530,50.3,NICE (UK first),,abatacept-psd-november-2015.pdf,234,Abatacept for the treatment of rheumatoid arthritis after the failure of conventional disease-modifying anti-rheumatic drugs,24 August 2011,2015,11,https://www.nice.org.uk/guidance/ta234
abatacept,Immunology,2015-11-01,2013-04-24,921,30.3,NICE (UK first),,abatacept-psd-november-2015.pdf,280,Abatacept for treating rheumatoid arthritis after the failure of conventional disease-modifying anti-rheumatic drugs,24 April 2013,2015,11,https://www.nice.org.uk/guidance/ta280
abatacept,Immunology,2015-11-01,2015-12-16,-45,-1.5,PBAC (AUS first),,abatacept-psd-november-2015.pdf,373,"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",16 December 2015,2015,11,https://www.nice.org.uk/guidance/ta373
abatacept,Immunology,2015-11-01,2019-03-13,-1228,-40.3,PBAC (AUS first),,abatacept-psd-november-2015.pdf,568,Abatacept for treating psoriatic arthritis after DMARDs (terminated appraisal),13 March 2019,2015,11,https://www.nice.org.uk/guidance/ta568
abemaciclib,Oncology,2023-03-01,2019-02-27,1463,48.1,NICE (UK first),,abemaciclib-psd-03-2023.pdf,563,"Abemaciclib with an aromatase inhibitor for previously untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",27 February 2019,2023,3,https://www.nice.org.uk/guidance/ta563
abemaciclib,Oncology,2023-03-01,2019-05-08,1393,45.8,NICE (UK first),,abemaciclib-psd-03-2023.pdf,579,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",08 May 2019,2023,3,https://www.nice.org.uk/guidance/ta579
abemaciclib,Oncology,2023-03-01,2021-09-15,532,17.5,NICE (UK first),,abemaciclib-psd-03-2023.pdf,725,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",15 September 2021,2023,3,https://www.nice.org.uk/guidance/ta725
abemaciclib,Oncology,2023-03-01,2022-07-20,224,7.4,NICE (UK first),,abemaciclib-psd-03-2023.pdf,810,"Abemaciclib with endocrine therapy for adjuvant treatment of hormone receptor-positive, HER2-negative, node-positive early breast cancer at high risk of recurrence",20 July 2022,2023,3,https://www.nice.org.uk/guidance/ta810
abemaciclib,Oncology,2021-03-01,2019-02-27,733,24.1,NICE (UK first),,abemaciclib-psd-mar-2021.pdf,563,"Abemaciclib with an aromatase inhibitor for previously untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",27 February 2019,2021,3,https://www.nice.org.uk/guidance/ta563
abemaciclib,Oncology,2021-03-01,2019-05-08,663,21.8,NICE (UK first),,abemaciclib-psd-mar-2021.pdf,579,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",08 May 2019,2021,3,https://www.nice.org.uk/guidance/ta579
abemaciclib,Oncology,2021-03-01,2021-09-15,-198,-6.5,PBAC (AUS first),,abemaciclib-psd-mar-2021.pdf,725,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",15 September 2021,2021,3,https://www.nice.org.uk/guidance/ta725
abemaciclib,Oncology,2021-03-01,2022-07-20,-506,-16.6,PBAC (AUS first),,abemaciclib-psd-mar-2021.pdf,810,"Abemaciclib with endocrine therapy for adjuvant treatment of hormone receptor-positive, HER2-negative, node-positive early breast cancer at high risk of recurrence",20 July 2022,2021,3,https://www.nice.org.uk/guidance/ta810
abemaciclib,Oncology,2019-03-01,2019-02-27,2,0.1,Concurrent (±1mo),,abemaciclib-psd-march-2019.pdf,563,"Abemaciclib with an aromatase inhibitor for previously untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",27 February 2019,2019,3,https://www.nice.org.uk/guidance/ta563
abemaciclib,Oncology,2019-03-01,2019-05-08,-68,-2.2,PBAC (AUS first),,abemaciclib-psd-march-2019.pdf,579,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",08 May 2019,2019,3,https://www.nice.org.uk/guidance/ta579
abemaciclib,Oncology,2019-03-01,2021-09-15,-929,-30.5,PBAC (AUS first),,abemaciclib-psd-march-2019.pdf,725,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",15 September 2021,2019,3,https://www.nice.org.uk/guidance/ta725
abemaciclib,Oncology,2019-03-01,2022-07-20,-1237,-40.6,PBAC (AUS first),,abemaciclib-psd-march-2019.pdf,810,"Abemaciclib with endocrine therapy for adjuvant treatment of hormone receptor-positive, HER2-negative, node-positive early breast cancer at high risk of recurrence",20 July 2022,2019,3,https://www.nice.org.uk/guidance/ta810
abemaciclib,Oncology,2022-03-01,2019-02-27,1098,36.1,NICE (UK first),,abemaciclib-psd-march-2022.pdf,563,"Abemaciclib with an aromatase inhibitor for previously untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",27 February 2019,2022,3,https://www.nice.org.uk/guidance/ta563
abemaciclib,Oncology,2022-03-01,2019-05-08,1028,33.8,NICE (UK first),,abemaciclib-psd-march-2022.pdf,579,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",08 May 2019,2022,3,https://www.nice.org.uk/guidance/ta579
abemaciclib,Oncology,2022-03-01,2021-09-15,167,5.5,NICE (UK first),,abemaciclib-psd-march-2022.pdf,725,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",15 September 2021,2022,3,https://www.nice.org.uk/guidance/ta725
abemaciclib,Oncology,2022-03-01,2022-07-20,-141,-4.6,PBAC (AUS first),,abemaciclib-psd-march-2022.pdf,810,"Abemaciclib with endocrine therapy for adjuvant treatment of hormone receptor-positive, HER2-negative, node-positive early breast cancer at high risk of recurrence",20 July 2022,2022,3,https://www.nice.org.uk/guidance/ta810
abemaciclib,Oncology,2023-11-01,2019-02-27,1708,56.1,NICE (UK first),,abemaciclib-psd-nov-2023.pdf,563,"Abemaciclib with an aromatase inhibitor for previously untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",27 February 2019,2023,11,https://www.nice.org.uk/guidance/ta563
abemaciclib,Oncology,2023-11-01,2019-05-08,1638,53.8,NICE (UK first),,abemaciclib-psd-nov-2023.pdf,579,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",08 May 2019,2023,11,https://www.nice.org.uk/guidance/ta579
abemaciclib,Oncology,2023-11-01,2021-09-15,777,25.5,NICE (UK first),,abemaciclib-psd-nov-2023.pdf,725,"Abemaciclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",15 September 2021,2023,11,https://www.nice.org.uk/guidance/ta725
abemaciclib,Oncology,2023-11-01,2022-07-20,469,15.4,NICE (UK first),,abemaciclib-psd-nov-2023.pdf,810,"Abemaciclib with endocrine therapy for adjuvant treatment of hormone receptor-positive, HER2-negative, node-positive early breast cancer at high risk of recurrence",20 July 2022,2023,11,https://www.nice.org.uk/guidance/ta810
abiraterone,Oncology,2014-07-01,2012-06-27,734,24.1,NICE (UK first),,abiraterone-psd-07-2014.pdf,259,Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,27 June 2012,2014,7,https://www.nice.org.uk/guidance/ta259
abiraterone,Oncology,2014-07-01,2016-04-27,-666,-21.9,PBAC (AUS first),,abiraterone-psd-07-2014.pdf,387,Abiraterone for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 April 2016,2014,7,https://www.nice.org.uk/guidance/ta387
abiraterone,Oncology,2014-07-01,2021-08-18,-2605,-85.6,PBAC (AUS first),,abiraterone-psd-07-2014.pdf,721,Abiraterone for treating newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,18 August 2021,2014,7,https://www.nice.org.uk/guidance/ta721
abiraterone,Oncology,2014-07-01,2024-02-07,-3508,-115.2,PBAC (AUS first),,abiraterone-psd-07-2014.pdf,951,Olaparib with abiraterone for untreated hormone-relapsed metastatic prostate cancer,07 February 2024,2014,7,https://www.nice.org.uk/guidance/ta951
abiraterone,Oncology,2017-07-01,2012-06-27,1830,60.1,NICE (UK first),,abiraterone-psd-july-2017.pdf,259,Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,27 June 2012,2017,7,https://www.nice.org.uk/guidance/ta259
abiraterone,Oncology,2017-07-01,2016-04-27,430,14.1,NICE (UK first),,abiraterone-psd-july-2017.pdf,387,Abiraterone for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 April 2016,2017,7,https://www.nice.org.uk/guidance/ta387
abiraterone,Oncology,2017-07-01,2021-08-18,-1509,-49.6,PBAC (AUS first),,abiraterone-psd-july-2017.pdf,721,Abiraterone for treating newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,18 August 2021,2017,7,https://www.nice.org.uk/guidance/ta721
abiraterone,Oncology,2017-07-01,2024-02-07,-2412,-79.2,PBAC (AUS first),,abiraterone-psd-july-2017.pdf,951,Olaparib with abiraterone for untreated hormone-relapsed metastatic prostate cancer,07 February 2024,2017,7,https://www.nice.org.uk/guidance/ta951
abiraterone,Oncology,2017-03-01,2012-06-27,1708,56.1,NICE (UK first),,abiraterone-psd-march-2017.pdf,259,Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,27 June 2012,2017,3,https://www.nice.org.uk/guidance/ta259
abiraterone,Oncology,2017-03-01,2016-04-27,308,10.1,NICE (UK first),,abiraterone-psd-march-2017.pdf,387,Abiraterone for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 April 2016,2017,3,https://www.nice.org.uk/guidance/ta387
abiraterone,Oncology,2017-03-01,2021-08-18,-1631,-53.6,PBAC (AUS first),,abiraterone-psd-march-2017.pdf,721,Abiraterone for treating newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,18 August 2021,2017,3,https://www.nice.org.uk/guidance/ta721
abiraterone,Oncology,2017-03-01,2024-02-07,-2534,-83.2,PBAC (AUS first),,abiraterone-psd-march-2017.pdf,951,Olaparib with abiraterone for untreated hormone-relapsed metastatic prostate cancer,07 February 2024,2017,3,https://www.nice.org.uk/guidance/ta951
abiraterone-acetate-and-prednisolone,Oncology,2025-07-01,2012-06-27,4752,156.1,NICE (UK first),,abiraterone-acetate-and-prednisolone-psd-july-2025.pdf,259,Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,27 June 2012,2025,7,https://www.nice.org.uk/guidance/ta259
abiraterone-acetate-and-prednisolone,Oncology,2025-07-01,2016-04-27,3352,110.1,NICE (UK first),,abiraterone-acetate-and-prednisolone-psd-july-2025.pdf,387,Abiraterone for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 April 2016,2025,7,https://www.nice.org.uk/guidance/ta387
abiraterone-acetate-and-prednisolone,Oncology,2025-07-01,2021-08-18,1413,46.4,NICE (UK first),,abiraterone-acetate-and-prednisolone-psd-july-2025.pdf,721,Abiraterone for treating newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,18 August 2021,2025,7,https://www.nice.org.uk/guidance/ta721
abiraterone-and-enzalutamide,Oncology,2021-07-01,2012-06-27,3291,108.1,NICE (UK first),,abiraterone-and-enzalutamide-psd-july-2021.pdf,259,Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,27 June 2012,2021,7,https://www.nice.org.uk/guidance/ta259
abiraterone-and-enzalutamide,Oncology,2021-07-01,2014-07-23,2535,83.3,NICE (UK first),,abiraterone-and-enzalutamide-psd-july-2021.pdf,316,Enzalutamide for metastatic hormone‑relapsed prostate cancer previously treated with a docetaxel‑containing regimen,23 July 2014,2021,7,https://www.nice.org.uk/guidance/ta316
abiraterone-and-enzalutamide,Oncology,2021-07-01,2016-01-27,1982,65.1,NICE (UK first),,abiraterone-and-enzalutamide-psd-july-2021.pdf,377,Enzalutamide for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 January 2016,2021,7,https://www.nice.org.uk/guidance/ta377
abiraterone-and-enzalutamide,Oncology,2021-07-01,2016-04-27,1891,62.1,NICE (UK first),,abiraterone-and-enzalutamide-psd-july-2021.pdf,387,Abiraterone for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 April 2016,2021,7,https://www.nice.org.uk/guidance/ta387
abiraterone-and-enzalutamide,Oncology,2021-07-01,2019-05-15,778,25.6,NICE (UK first),,abiraterone-and-enzalutamide-psd-july-2021.pdf,580,Enzalutamide for hormone-relapsed non-metastatic prostate cancer,15 May 2019,2021,7,https://www.nice.org.uk/guidance/ta580
abiraterone-and-enzalutamide,Oncology,2021-07-01,2021-07-07,-6,-0.2,Concurrent (±1mo),,abiraterone-and-enzalutamide-psd-july-2021.pdf,712,Enzalutamide for treating hormone-sensitive metastatic prostate cancer,07 July 2021,2021,7,https://www.nice.org.uk/guidance/ta712
abiraterone-and-enzalutamide,Oncology,2021-07-01,2021-08-18,-48,-1.6,PBAC (AUS first),,abiraterone-and-enzalutamide-psd-july-2021.pdf,721,Abiraterone for treating newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,18 August 2021,2021,7,https://www.nice.org.uk/guidance/ta721
abiraterone-and-methylprednisolone,Oncology,2023-07-01,2012-06-27,4021,132.1,NICE (UK first),,abiraterone%20and%20methylprednisolone-psd-july-2023.pdf,259,Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,27 June 2012,2023,7,https://www.nice.org.uk/guidance/ta259
abiraterone-and-methylprednisolone,Oncology,2023-07-01,2016-04-27,2621,86.1,NICE (UK first),,abiraterone%20and%20methylprednisolone-psd-july-2023.pdf,387,Abiraterone for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 April 2016,2023,7,https://www.nice.org.uk/guidance/ta387
abiraterone-and-methylprednisolone,Oncology,2023-07-01,2021-08-18,682,22.4,NICE (UK first),,abiraterone%20and%20methylprednisolone-psd-july-2023.pdf,721,Abiraterone for treating newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,18 August 2021,2023,7,https://www.nice.org.uk/guidance/ta721
abiraterone-and-methylprednisolone,Oncology,2022-11-01,2012-06-27,3779,124.1,NICE (UK first),,abiraterone-and-methylprednisolone-psd-11-2022.pdf,259,Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,27 June 2012,2022,11,https://www.nice.org.uk/guidance/ta259
abiraterone-and-methylprednisolone,Oncology,2022-11-01,2016-04-27,2379,78.2,NICE (UK first),,abiraterone-and-methylprednisolone-psd-11-2022.pdf,387,Abiraterone for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 April 2016,2022,11,https://www.nice.org.uk/guidance/ta387
abiraterone-and-methylprednisolone,Oncology,2022-11-01,2021-08-18,440,14.5,NICE (UK first),,abiraterone-and-methylprednisolone-psd-11-2022.pdf,721,Abiraterone for treating newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,18 August 2021,2022,11,https://www.nice.org.uk/guidance/ta721
abiraterone-and-methylprednisolone,Oncology,2022-03-01,2012-06-27,3534,116.1,NICE (UK first),,abiraterone-and-methylprednisolone-psd-march-2022.pdf,259,Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,27 June 2012,2022,3,https://www.nice.org.uk/guidance/ta259
abiraterone-and-methylprednisolone,Oncology,2022-03-01,2016-04-27,2134,70.1,NICE (UK first),,abiraterone-and-methylprednisolone-psd-march-2022.pdf,387,Abiraterone for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 April 2016,2022,3,https://www.nice.org.uk/guidance/ta387
abiraterone-and-methylprednisolone,Oncology,2022-03-01,2021-08-18,195,6.4,NICE (UK first),,abiraterone-and-methylprednisolone-psd-march-2022.pdf,721,Abiraterone for treating newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,18 August 2021,2022,3,https://www.nice.org.uk/guidance/ta721
abiraterone-enzalutamide,Oncology,2021-03-01,2012-06-27,3169,104.1,NICE (UK first),,abiraterone-enzalutamide-psd-mar-2021.pdf,259,Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,27 June 2012,2021,3,https://www.nice.org.uk/guidance/ta259
abiraterone-enzalutamide,Oncology,2021-03-01,2014-07-23,2413,79.3,NICE (UK first),,abiraterone-enzalutamide-psd-mar-2021.pdf,316,Enzalutamide for metastatic hormone‑relapsed prostate cancer previously treated with a docetaxel‑containing regimen,23 July 2014,2021,3,https://www.nice.org.uk/guidance/ta316
abiraterone-enzalutamide,Oncology,2021-03-01,2016-01-27,1860,61.1,NICE (UK first),,abiraterone-enzalutamide-psd-mar-2021.pdf,377,Enzalutamide for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 January 2016,2021,3,https://www.nice.org.uk/guidance/ta377
abiraterone-enzalutamide,Oncology,2021-03-01,2016-04-27,1769,58.1,NICE (UK first),,abiraterone-enzalutamide-psd-mar-2021.pdf,387,Abiraterone for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,27 April 2016,2021,3,https://www.nice.org.uk/guidance/ta387
abiraterone-enzalutamide,Oncology,2021-03-01,2019-05-15,656,21.6,NICE (UK first),,abiraterone-enzalutamide-psd-mar-2021.pdf,580,Enzalutamide for hormone-relapsed non-metastatic prostate cancer,15 May 2019,2021,3,https://www.nice.org.uk/guidance/ta580
abiraterone-enzalutamide,Oncology,2021-03-01,2021-07-07,-128,-4.2,PBAC (AUS first),,abiraterone-enzalutamide-psd-mar-2021.pdf,712,Enzalutamide for treating hormone-sensitive metastatic prostate cancer,07 July 2021,2021,3,https://www.nice.org.uk/guidance/ta712
abiraterone-enzalutamide,Oncology,2021-03-01,2021-08-18,-170,-5.6,PBAC (AUS first),,abiraterone-enzalutamide-psd-mar-2021.pdf,721,Abiraterone for treating newly diagnosed high-risk hormone-sensitive metastatic prostate cancer,18 August 2021,2021,3,https://www.nice.org.uk/guidance/ta721
abrocitinib,Other,2024-11-01,2022-08-03,821,27.0,NICE (UK first),,abrocitinib-psd-nov-2024.pdf,814,"Abrocitinib, tralokinumab or upadacitinib for treating moderate to severe atopic dermatitis",03 August 2022,2024,11,https://www.nice.org.uk/guidance/ta814
acalabrutinib,Oncology,2023-03-01,2021-04-21,679,22.3,NICE (UK first),,acalabrutinib-psd-03-2023.pdf,689,Acalabrutinib for treating chronic lymphocytic leukaemia,21 April 2021,2023,3,https://www.nice.org.uk/guidance/ta689
acalabrutinib,Oncology,2022-12-01,2021-04-21,589,19.3,NICE (UK first),,acalabrutinib-psd-12-2022.pdf,689,Acalabrutinib for treating chronic lymphocytic leukaemia,21 April 2021,2022,12,https://www.nice.org.uk/guidance/ta689
acalabrutinib,Oncology,2020-07-01,2021-04-21,-294,-9.7,PBAC (AUS first),,acalabrutinib-psd-july-2020.docx.pdf,689,Acalabrutinib for treating chronic lymphocytic leukaemia,21 April 2021,2020,7,https://www.nice.org.uk/guidance/ta689
acalabrutinib,Oncology,2021-07-01,2021-04-21,71,2.3,NICE (UK first),,acalabrutinib-psd-july-2021.pdf,689,Acalabrutinib for treating chronic lymphocytic leukaemia,21 April 2021,2021,7,https://www.nice.org.uk/guidance/ta689
acalabrutinib,Oncology,2023-07-01,2021-04-21,801,26.3,NICE (UK first),,acalabrutinib-psd-july-2023.pdf,689,Acalabrutinib for treating chronic lymphocytic leukaemia,21 April 2021,2023,7,https://www.nice.org.uk/guidance/ta689
acalabrutinib,Oncology,2025-07-01,2021-04-21,1532,50.3,NICE (UK first),,acalabrutinib-psd-july-2025.pdf,689,Acalabrutinib for treating chronic lymphocytic leukaemia,21 April 2021,2025,7,https://www.nice.org.uk/guidance/ta689
acalabrutinib,Oncology,2020-03-01,2021-04-21,-416,-13.7,PBAC (AUS first),,acalabrutinib-psd-march-2020.pdf,689,Acalabrutinib for treating chronic lymphocytic leukaemia,21 April 2021,2020,3,https://www.nice.org.uk/guidance/ta689
acalabrutinib,Oncology,2021-11-01,2021-04-21,194,6.4,NICE (UK first),,acalabrutinib-psd-nov-2021.pdf,689,Acalabrutinib for treating chronic lymphocytic leukaemia,21 April 2021,2021,11,https://www.nice.org.uk/guidance/ta689
acalabrutinib,Oncology,2025-11-01,2021-04-21,1655,54.4,NICE (UK first),,acalabrutinib-psd-november-2025.pdf,689,Acalabrutinib for treating chronic lymphocytic leukaemia,21 April 2021,2025,11,https://www.nice.org.uk/guidance/ta689
adalimumab,Immunology,2013-03-01,2007-08-22,2018,66.3,NICE (UK first),,adalimumab-psd-03-2013.pdf,125,Adalimumab for the treatment of psoriatic arthritis,22 August 2007,2013,3,https://www.nice.org.uk/guidance/ta125
adalimumab,Immunology,2013-03-01,2007-10-22,1957,64.3,NICE (UK first),,adalimumab-psd-03-2013.pdf,130,"Adalimumab, etanercept and infliximab for the treatment of rheumatoid arthritis",22 October 2007,2013,3,https://www.nice.org.uk/guidance/ta130
adalimumab,Immunology,2013-03-01,2008-05-28,1738,57.1,NICE (UK first),,adalimumab-psd-03-2013.pdf,143,"Adalimumab, etanercept and infliximab for ankylosing spondylitis",28 May 2008,2013,3,https://www.nice.org.uk/guidance/ta143
adalimumab,Immunology,2013-03-01,2008-06-25,1710,56.2,NICE (UK first),,adalimumab-psd-03-2013.pdf,146,Adalimumab for treating moderate to severe plaque psoriasis,25 June 2008,2013,3,https://www.nice.org.uk/guidance/ta146
adalimumab,Immunology,2013-03-01,2010-08-25,919,30.2,NICE (UK first),,adalimumab-psd-03-2013.pdf,195,"Adalimumab, etanercept, infliximab, rituximab and abatacept for the treatment of rheumatoid arthritis after the failure of a TNF inhibitor",25 August 2010,2013,3,https://www.nice.org.uk/guidance/ta195
adalimumab,Immunology,2013-03-01,2012-07-25,219,7.2,NICE (UK first),,adalimumab-psd-03-2013.pdf,262,Adalimumab for the treatment of moderate to severe ulcerative colitis (terminated appraisal),25 July 2012,2013,3,https://www.nice.org.uk/guidance/ta262
adalimumab,Immunology,2013-03-01,2015-02-25,-726,-23.9,PBAC (AUS first),,adalimumab-psd-03-2013.pdf,329,"Infliximab, adalimumab and golimumab for treating moderately to severely active ulcerative colitis after the failure of conventional therapy",25 February 2015,2013,3,https://www.nice.org.uk/guidance/ta329
adalimumab,Immunology,2013-03-01,2015-12-16,-1020,-33.5,PBAC (AUS first),,adalimumab-psd-03-2013.pdf,373,"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",16 December 2015,2013,3,https://www.nice.org.uk/guidance/ta373
adalimumab,Immunology,2013-03-01,2016-01-26,-1061,-34.9,PBAC (AUS first),Recommended,adalimumab-psd-03-2013.pdf,375,"Adalimumab, etanercept, infliximab, certolizumab pegol, golimumab, tocilizumab and abatacept for rheumatoid arthritis not previously treated with DMARDs or after conventional DMARDs only have failed",26 January 2016,2013,3,https://www.nice.org.uk/guidance/ta375
adalimumab,Immunology,2013-03-01,2016-06-22,-1209,-39.7,PBAC (AUS first),,adalimumab-psd-03-2013.pdf,392,Adalimumab for treating moderate to severe hidradenitis suppurativa,22 June 2016,2013,3,https://www.nice.org.uk/guidance/ta392
adalimumab,Immunology,2013-03-01,2017-07-12,-1594,-52.4,PBAC (AUS first),,adalimumab-psd-03-2013.pdf,455,"Adalimumab, etanercept and ustekinumab for treating plaque psoriasis in children and young people",12 July 2017,2013,3,https://www.nice.org.uk/guidance/ta455
adalimumab,Immunology,2013-03-01,2017-07-26,-1608,-52.8,PBAC (AUS first),,adalimumab-psd-03-2013.pdf,460,Adalimumab and dexamethasone for treating non-infectious uveitis,26 July 2017,2013,3,https://www.nice.org.uk/guidance/ta460
adalimumab,Immunology,2013-03-01,2021-07-14,-3057,-100.4,PBAC (AUS first),Recommended,adalimumab-psd-03-2013.pdf,715,"Adalimumab, etanercept, infliximab and abatacept for treating moderate rheumatoid arthritis after conventional DMARDs have failed",14 July 2021,2013,3,https://www.nice.org.uk/guidance/ta715
adalimumab,Immunology,2014-07-01,2007-08-22,2505,82.3,NICE (UK first),,adalimumab-psd-07-2014.pdf,125,Adalimumab for the treatment of psoriatic arthritis,22 August 2007,2014,7,https://www.nice.org.uk/guidance/ta125
adalimumab,Immunology,2014-07-01,2007-10-22,2444,80.3,NICE (UK first),,adalimumab-psd-07-2014.pdf,130,"Adalimumab, etanercept and infliximab for the treatment of rheumatoid arthritis",22 October 2007,2014,7,https://www.nice.org.uk/guidance/ta130
adalimumab,Immunology,2014-07-01,2008-05-28,2225,73.1,NICE (UK first),,adalimumab-psd-07-2014.pdf,143,"Adalimumab, etanercept and infliximab for ankylosing spondylitis",28 May 2008,2014,7,https://www.nice.org.uk/guidance/ta143
adalimumab,Immunology,2014-07-01,2008-06-25,2197,72.2,NICE (UK first),,adalimumab-psd-07-2014.pdf,146,Adalimumab for treating moderate to severe plaque psoriasis,25 June 2008,2014,7,https://www.nice.org.uk/guidance/ta146
adalimumab,Immunology,2014-07-01,2010-08-25,1406,46.2,NICE (UK first),,adalimumab-psd-07-2014.pdf,195,"Adalimumab, etanercept, infliximab, rituximab and abatacept for the treatment of rheumatoid arthritis after the failure of a TNF inhibitor",25 August 2010,2014,7,https://www.nice.org.uk/guidance/ta195
adalimumab,Immunology,2014-07-01,2012-07-25,706,23.2,NICE (UK first),,adalimumab-psd-07-2014.pdf,262,Adalimumab for the treatment of moderate to severe ulcerative colitis (terminated appraisal),25 July 2012,2014,7,https://www.nice.org.uk/guidance/ta262
adalimumab,Immunology,2014-07-01,2015-02-25,-239,-7.9,PBAC (AUS first),,adalimumab-psd-07-2014.pdf,329,"Infliximab, adalimumab and golimumab for treating moderately to severely active ulcerative colitis after the failure of conventional therapy",25 February 2015,2014,7,https://www.nice.org.uk/guidance/ta329
adalimumab,Immunology,2014-07-01,2015-12-16,-533,-17.5,PBAC (AUS first),,adalimumab-psd-07-2014.pdf,373,"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",16 December 2015,2014,7,https://www.nice.org.uk/guidance/ta373
